ID,POS,Name,TM,ORG,LG,Lev,DOB,Age,HT,WT,B,T,Nat. Pop.,Loc. Pop.,OVR,POT,LEA,LOY,AD,FIN,WE,INT,Type,Prone,INJ,INJ,Left,Schl,CommSch,COMP,HSC,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,HT P,CON P,GAP P,POW P,EYE P,K P,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,STU P,MOV P,CON P,PBABIP P,HRR P,FB,FBP,CH,CHP,CBP,SL,SLP,SI,SIP,SP,SPP,CT,CTP,FO,FOP,CC,CCP,SC,SCP,KC,KCP,KN,KNP,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,P,C,1B,2B,3B,SS,LF,CF,RF,P Pot,C Pot,1B Pot,2B Pot,3B Pot,SS Pot,LF Pot,CF Pot,RF Pot,SPE,SR,STE,RUN,SLR,YL,CV,TY,ECV,ETY,MLY,MLD,SECY,SECD,PROY,OPT,OY,ON40,IC,WAIV,DFA,DEM,DEM,Sign,R5,FAT,ROOK,ACT,Sct,SctAcc,Risk,SctCat,TXN,TXNDT,DrLg,DrTm,Draft,Round,Pick,OA Pick,Disc,DiscTm,Relation,Interest
72002,RF,Gabe Arellano,-,-,-,-,04/18/2024,18,6' 4',195 lbs,L,L,Unkn.,Unkn.,20,45,N,N,H,N,N,N,Unknown,Normal,-,-,-,-,-,-,-,25,25,25,20,25,30,25,25,25,20,25,30,25,25,25,20,25,30,55,65,45,40,50,65,55,25,Groundball,Spray,Pull,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,20,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,86-88,86-88,SIDE,GB'er,20,20,20,20,20,40,40,50,20,45,60,40,-,-,-,-,-,-,20,-,25,65,-,55,-,-,-,45,-,40,30,25,25,20,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,$87k,$87k,Easy,No,-,No,No,Aug. 17th   2042,High,Medium,International,None,,Major League Baseball,-,0,0,0,0,2040,-,Very Weak,Very Low
73403,RP,Jose Arevalo,-,-,-,-,02/28/2025,17,6' 3',185 lbs,L,L,Unkn.,Unkn.,25,45,N,N,N,N,N,H,Unknown,Normal,-,-,-,-,-,-,-,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,30,30,30,30,60,25,Normal,Normal,Spray,35,30,30,40,25,40,30,30,45,25,30,25,25,40,20,50,50,45,45,55,-,-,-,-,-,35,60,-,-,-,-,30,55,-,-,-,-,-,-,-,-,-,-,2,NEU,89-91,92-94,SIDE,Normal,40,55,25,25,25,30,25,45,20,45,40,40,45,-,-,-,-,-,-,-,-,45,-,40,-,-,-,40,-,30,20,25,20,25,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,$92k,$92k,Very Easy,No,-,No,No,Aug. 22nd   2042,High,Medium,International,None,,Major League Baseball,-,0,0,0,0,2041,-,Weak,Very Low
74745,SP,Tony Arnaut,-,-,-,-,04/13/2026,16,5' 11',165 lbs,S,R,Unkn.,Unkn.,20,55,N,L,N,N,N,N,Unknown,Normal,-,-,-,-,-,-,-,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,30,30,35,30,60,25,Normal,Normal,Normal,25,20,25,40,20,25,20,25,40,20,25,20,25,45,20,45,50,55,45,55,30,50,20,55,-,-,-,25,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,NEU,88-90,91-93,3/4,Normal,65,45,25,25,25,30,25,50,35,40,35,50,40,-,-,-,-,-,-,-,-,40,-,30,-,-,-,40,-,35,20,25,20,30,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,$195k,$195k,Easy,No,-,No,No,Aug. 8th   2042,Average,Medium,International,None,,Major League Baseball,-,0,0,0,0,2042,-,Very Weak,Very Low
74784,CF,Alex Arredondo,-,-,-,-,08/01/2025,17,6' 2',180 lbs,S,R,Unkn.,Unkn.,20,60,H,H,N,N,N,H,Unknown,Normal,-,-,-,-,-,-,-,25,30,35,25,30,25,30,25,35,25,30,25,30,25,35,25,30,25,65,65,80,60,50,60,70,20,Line Drive,Normal,Spray,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,86-88,86-88,3/4,Normal,20,20,25,25,25,35,30,35,30,55,45,45,-,-,-,-,-,-,30,30,25,55,-,45,-,-,-,60,40,50,50,45,35,45,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,$352k,$352k,Very Easy,No,-,No,No,Jul. 25th   2042,Average,Medium,International,None,,Major League Baseball,-,0,0,0,0,2042,-,Very Weak,Very Low
74756,SP,Angelo Arredondo,-,-,-,-,03/19/2026,16,5' 11',165 lbs,S,R,Unkn.,Unkn.,25,75,N,N,L,N,N,N,Unknown,Normal,-,-,-,-,-,-,-,20,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,20,30,30,30,30,40,30,50,25,Flyball,Normal,Spray,30,30,30,40,30,30,30,30,40,30,30,30,30,40,30,45,65,60,45,80,30,45,20,55,-,-,-,-,-,-,-,30,50,-,-,-,-,-,-,-,-,-,-,3,NEU,87-89,90-92,3/4,Normal,70,25,20,20,25,30,40,45,25,60,55,55,60,-,-,-,-,-,-,-,-,60,-,45,-,25,-,65,50,60,20,20,20,20,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,$867k,$867k,Easy,No,-,No,No,Jul. 23rd   2042,Average,Extreme,International,None,,Major League Baseball,-,0,0,0,0,2042,-,Very Weak,Low
74787,2B,Victor Bahena,-,-,-,-,07/02/2025,17,6' 2',190 lbs,R,R,Unkn.,Unkn.,20,50,L,L,N,H,L,N,Unknown,Normal,-,-,-,-,-,-,-,25,25,30,30,25,25,20,25,30,30,25,25,25,25,30,30,25,25,50,55,55,65,50,60,45,25,Normal,Pull,Normal,20,25,20,20,25,20,25,20,20,25,20,25,20,20,25,20,35,30,20,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,86-88,86-88,3/4,Normal,20,20,20,20,20,50,45,45,50,40,35,35,-,-,-,30,25,-,20,-,-,75,-,65,45,35,35,35,-,25,45,50,50,50,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,$114k,$114k,Easy,No,-,No,No,Aug. 7th   2042,Average,Extreme,International,None,,Major League Baseball,-,0,0,0,0,2042,-,Very Weak,Very Low
74793,C,Cesar Barrera,-,-,-,-,06/27/2025,17,6' 1',185 lbs,R,R,Unkn.,Unkn.,20,50,N,N,N,H,N,N,Unknown,Normal,-,-,-,-,-,-,-,25,25,30,25,30,25,25,25,30,25,30,25,25,25,30,25,30,25,50,50,45,45,55,50,60,25,Groundball,Normal,Pull,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,91-93,3/4,Normal,20,20,50,45,55,30,20,55,40,35,55,55,-,30,20,-,-,-,-,-,-,45,45,35,-,-,-,35,-,35,20,25,20,35,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,$244k,$244k,Very Easy,No,-,No,No,Jul. 31st   2042,Average,Medium,International,None,,Major League Baseball,-,0,0,0,0,2042,-,Weak,Very Low
74731,SP,David Betancourt,-,-,-,-,05/09/2025,17,6' 2',180 lbs,R,R,Unkn.,Unkn.,20,55,N,H,N,N,N,N,Unknown,Normal,-,-,-,-,-,-,-,25,30,20,20,20,20,30,25,20,20,20,20,30,25,20,20,20,20,50,40,30,30,50,30,50,20,Groundball,Spray,Pull,30,30,20,45,20,30,30,20,45,20,30,30,20,45,20,60,50,40,50,50,45,80,25,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,50,-,-,3,FB,92-94,96-98,OTT,Normal,70,60,25,25,25,30,20,50,20,40,40,45,40,-,-,-,-,-,-,-,-,40,-,35,-,-,-,40,-,30,30,25,20,35,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,$596k,$596k,Very Easy,No,-,No,No,Jul. 20th   2042,Average,Medium,International,None,,Major League Baseball,-,0,0,0,0,2042,-,Weak,Very Low
73438,CF,Arturo Blanco,-,-,-,-,01/29/2025,17,6' 4',195 lbs,R,R,Unkn.,Unkn.,20,45,N,N,N,N,N,N,Unknown,Normal,-,-,-,-,-,-,-,25,25,20,25,25,30,25,25,20,25,25,30,25,25,20,25,25,30,55,65,50,45,45,70,75,20,Normal,Normal,Normal,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,30,20,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,88-90,3/4,Normal,20,20,20,20,20,25,25,30,20,60,40,55,-,-,-,-,-,-,25,30,25,30,-,30,-,-,-,65,50,60,45,35,35,45,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,$98k,$98k,Very Easy,No,-,No,No,Aug. 23rd   2042,Average,High,International,None,,Major League Baseball,-,0,0,0,0,2041,-,Weak,Very Low
74771,C,Juan Briseno,-,-,-,-,03/20/2026,16,6' 4',195 lbs,R,R,Unkn.,Unkn.,20,60,N,N,N,N,N,N,Unknown,Normal,-,-,-,-,-,-,-,25,25,25,30,25,30,25,25,25,30,25,30,25,25,25,30,20,30,50,55,55,65,50,60,40,20,Normal,Pull,Normal,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,20,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,3/4,Normal,20,20,70,60,45,30,35,60,40,45,40,50,-,35,25,-,-,-,-,-,-,55,55,45,-,25,-,45,-,40,35,45,40,40,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,$1.4m,$1.4m,Very Easy,No,-,No,No,Jul. 22nd   2042,Average,Extreme,International,None,,Major League Baseball,-,0,0,0,0,2042,-,Weak,Very Low
73470,2B,David Camacho,-,-,-,-,11/26/2024,17,6' 2',185 lbs,R,R,Unkn.,Unkn.,20,45,N,N,H,N,H,N,Unknown,Normal,-,-,-,-,-,-,-,25,25,20,25,25,25,25,25,20,25,25,30,25,25,20,25,25,25,50,55,50,45,50,65,45,20,Groundball,Normal,Normal,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,35,30,30,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,87-89,89-91,3/4,Normal,20,20,25,25,20,35,40,45,60,50,35,40,-,-,-,25,-,-,-,-,-,65,-,50,35,30,-,50,25,40,55,50,45,45,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,$406k,$406k,Very Easy,No,-,No,No,Jul. 19th   2042,Average,Medium,International,None,,Major League Baseball,-,0,0,0,0,2041,-,Weak,Very Low
73448,3B,Franklin Carmona,-,-,-,-,07/25/2024,18,6' 3',190 lbs,S,R,Unkn.,Unkn.,20,45,N,N,N,N,H,N,Unknown,Normal,-,-,-,-,-,-,-,25,25,25,30,20,25,25,25,25,30,20,25,25,25,25,30,20,25,55,50,50,55,45,50,50,25,Normal,Normal,Normal,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,30,30,25,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,3/4,Normal,20,20,20,20,20,55,40,45,45,40,35,50,-,-,30,25,25,-,20,-,-,75,-,70,45,35,35,40,-,35,55,45,45,40,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,$92k,$92k,Very Easy,No,-,No,No,Aug. 18th   2042,High,Medium,International,None,,Major League Baseball,-,0,0,0,0,2041,-,Weak,Very Low
73443,CF,Jose Carmona,-,-,-,-,10/20/2024,17,6' 0',175 lbs,L,R,Unkn.,Unkn.,20,45,N,L,N,N,N,L,Unknown,Fragile,-,-,-,-,-,-,-,25,30,25,25,25,25,30,25,25,25,25,25,30,25,25,25,25,25,60,60,45,50,45,55,55,20,Normal,Spray,Normal,20,30,20,20,30,20,30,20,20,30,20,30,20,20,30,20,35,30,20,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,84-86,84-86,3/4,GB'er,20,20,20,20,20,30,40,45,30,45,50,35,-,-,-,-,-,-,25,20,20,60,-,45,-,25,-,45,20,35,50,40,45,45,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,$87k,$87k,Very Easy,No,-,No,No,Aug. 8th   2042,High,Medium,International,None,,Major League Baseball,-,0,0,0,0,2041,-,Weak,Very Low
73473,C,Gabe Casisas,-,-,-,-,10/04/2024,17,5' 11',170 lbs,R,R,Unkn.,Unkn.,20,40,L,L,N,N,N,H,Unknown,Normal,-,-,-,-,-,-,-,20,25,25,30,25,20,25,20,25,30,25,20,25,20,25,30,25,20,40,45,50,45,45,50,55,25,Normal,Spray,Pull,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,30,20,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,84-86,84-86,SIDE,Normal,20,20,60,35,45,25,25,35,25,30,35,45,-,30,-,-,-,-,-,-,-,30,45,25,-,-,-,25,-,-,35,30,30,20,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,$200k,$200k,Easy,No,-,No,No,Aug. 15th   2042,Average,Medium,International,None,,Major League Baseball,-,0,0,0,0,2041,-,Weak,Very Low
74777,SP,Frank Castillo,-,-,-,-,03/27/2026,16,5' 10',165 lbs,R,R,Unkn.,Unkn.,25,45,N,N,N,N,N,N,Unknown,Normal,-,-,-,-,-,-,-,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,30,35,30,25,45,25,Flyball,Normal,Pull,30,25,30,40,20,30,25,30,40,20,30,25,30,40,20,50,50,55,45,50,40,70,-,-,-,-,-,25,50,-,-,30,60,-,-,-,-,-,-,-,-,-,-,3,FB,90-92,94-96,3/4,Normal,40,35,25,20,20,25,35,35,20,45,50,50,45,-,-,-,-,-,-,-,-,45,-,30,-,-,-,50,-,45,25,20,20,25,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,$190k,$190k,Very Easy,No,-,No,No,Jul. 17th   2042,Average,Medium,International,None,,Major League Baseball,-,0,0,0,0,2042,-,Average,Very Low
74816,2B,Leonardo Castro,-,-,-,-,10/20/2025,16,6' 2',185 lbs,R,R,Unkn.,Unkn.,20,65,N,N,N,H,N,H,Unknown,Normal,-,-,-,-,-,-,-,25,25,30,30,20,30,25,30,30,30,20,30,25,25,30,30,20,30,60,70,75,55,45,75,35,20,Line Drive,Spray,Spray,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,20,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,85-87,85-87,3/4,GB'er,20,20,20,20,20,50,55,35,50,35,50,30,-,-,-,30,-,-,-,-,-,80,-,70,45,30,35,30,-,-,40,40,35,50,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,$542k,$542k,Easy,No,-,No,No,Jul. 22nd   2042,Average,Extreme,International,None,,Major League Baseball,-,0,0,0,0,2042,-,Very Weak,Very Low
72007,SS,Leonardo Cecilio,-,-,-,-,07/07/2023,19,6' 0',180 lbs,S,R,Unkn.,Unkn.,20,45,N,N,L,N,L,L,Unknown,Normal,-,-,-,-,-,-,-,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,30,50,55,50,55,45,55,35,25,Normal,Normal,Normal,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,20,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,83-85,OTT,Normal,20,20,20,20,20,45,65,55,45,30,30,45,-,-,-,-,-,30,-,-,-,80,-,65,45,50,40,25,-,-,40,35,35,45,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,$87k,$87k,Easy,No,-,No,No,Jul. 9th   2042,High,Medium,International,None,,Major League Baseball,-,0,0,0,0,2040,-,Weak,Very Low
