ID,POS,Name,TM,ORG,LG,Lev,DOB,Age,HT,WT,B,T,Nat. Pop.,Loc. Pop.,OVR,POT,LEA,LOY,AD,FIN,WE,INT,Type,Prone,INJ,INJ,Left,Schl,CommSch,COMP,HSC,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,HT P,CON P,GAP P,POW P,EYE P,K P,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,STU P,MOV P,CON P,PBABIP P,HRR P,FB,FBP,CH,CHP,CBP,SL,SLP,SI,SIP,SP,SPP,CT,CTP,FO,FOP,CC,CCP,SC,SCP,KC,KCP,KN,KNP,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,P,C,1B,2B,3B,SS,LF,CF,RF,P Pot,C Pot,1B Pot,2B Pot,3B Pot,SS Pot,LF Pot,CF Pot,RF Pot,SPE,SR,STE,RUN,SLR,YL,CV,TY,ECV,ETY,MLY,MLD,SECY,SECD,PROY,OPT,OY,ON40,IC,WAIV,DFA,DEM,DEM,Sign,R5,FAT,ROOK,ACT,Sct,SctAcc,Risk,SctCat,TXN,TXNDT,DrLg,DrTm,Draft,Round,Pick,OA Pick,Disc,DiscTm,Relation,Interest
71844,SP,Jeremy Allard,-,-,-,-,05/15/2025,17,6' 3',180 lbs,R,R,Unkn.,Unkn.,25,80,L,N,H,N,N,N,Unknown,Normal,-,-,-,Hemet,-,Average,HS Senior,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,25,25,30,30,45,25,Normal,Spray,Normal,30,35,30,50,30,30,35,25,45,30,30,35,30,50,30,65,60,60,55,60,-,-,25,75,45,35,75,30,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,GB,90-92,94-96,3/4,GB'er,55,50,20,20,20,30,25,40,25,50,45,50,35,-,-,-,-,-,-,-,-,35,-,35,-,-,-,55,30,45,20,20,20,20,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Jul. 14th   2042,High,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Weak,Very Low
71763,1B,Joe Allison,-,-,-,-,05/30/2024,18,6' 6',205 lbs,L,L,Unkn.,Unkn.,20,35,N,N,L,N,L,L,Unknown,Durable,-,-,-,Paraclete,-,Average,HS Senior,20,20,25,25,25,25,20,20,25,25,25,20,20,25,25,25,25,25,45,45,45,50,50,45,40,25,Normal,Pull,Pull,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,30,25,25,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,88-90,3/4,Normal,20,20,20,20,25,45,25,25,20,55,55,30,-,-,35,-,-,-,-,-,-,55,-,55,-,-,-,55,35,40,25,25,20,20,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 22nd   2042,High,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Weak,Very Low
71784,SP,Dylan Allman,-,-,-,-,02/27/2025,17,6' 1',175 lbs,R,R,Unkn.,Unkn.,20,35,L,N,N,N,N,N,Unknown,Durable,-,-,-,Sacred Heart,-,Average,HS Senior,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,30,25,35,30,50,25,Normal,Spray,Normal,25,20,25,45,20,25,20,25,45,20,25,20,25,45,20,50,40,45,45,40,-,-,20,50,60,-,-,-,-,-,-,25,55,-,-,-,-,-,-,30,65,-,-,4,NEU,91-93,95-97,3/4,Normal,60,40,20,20,20,30,25,50,30,50,45,55,40,-,-,-,-,-,-,-,-,40,-,35,-,-,-,55,30,50,30,20,25,20,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Jul. 8th   2042,High,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Very Weak,Very Low
71875,SP,Tony Altez,-,-,-,-,12/12/2024,17,6' 2',180 lbs,R,R,Unkn.,Unkn.,20,45,L,N,N,H,N,N,Unknown,Normal,-,-,-,Carlos Beltran Baseball Academy,-,Fair,HS Senior,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,25,25,30,40,25,65,20,Normal,Spray,Normal,30,25,30,40,20,30,25,25,40,20,30,25,30,45,20,45,50,55,45,50,35,50,20,55,-,30,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,FB,89-91,91-93,3/4,Normal,60,45,25,20,20,30,30,45,25,40,40,45,45,-,-,-,-,-,-,-,-,45,-,35,-,-,-,40,-,30,35,25,25,35,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Jul. 24th   2042,High,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Very Weak,Very Low
72908,SP,Bruce Alvarado,-,-,-,-,07/21/2024,18,6' 1',185 lbs,R,R,Unkn.,Unkn.,20,40,L,N,H,L,N,N,Unknown,Normal,-,-,-,Prosper,-,Average,HS Senior,25,25,20,20,20,20,25,25,20,20,20,20,25,25,20,20,20,20,50,40,25,20,30,30,65,25,Groundball,Spray,Pull,30,30,25,45,25,30,30,25,45,25,30,30,25,45,25,50,45,45,45,45,35,55,20,45,-,-,-,-,-,30,65,-,-,-,-,-,-,-,-,-,-,-,-,3,NEU,90-92,94-96,3/4,Normal,60,50,20,20,20,40,30,45,30,30,35,40,60,-,-,-,-,-,-,-,-,60,-,50,-,25,-,25,-,-,30,30,20,30,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 18th   2042,High,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Average,Very Low
71802,LF,Mike Alvarez,-,-,-,-,05/04/2025,17,6' 7',210 lbs,R,R,Unkn.,Unkn.,20,75,N,N,N,N,N,N,Unknown,Durable,-,-,-,Stratford,-,Average,HS Senior,25,30,30,30,30,25,30,25,35,30,30,30,30,25,30,30,30,25,55,55,80,65,75,60,30,25,Line Drive,Pull,Normal,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,20,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,88-90,88-90,SIDE,Normal,20,20,20,20,20,20,20,30,20,40,45,45,-,-,-,-,-,-,25,-,20,20,-,25,-,-,-,35,-,30,45,50,55,60,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Jul. 25th   2042,High,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Average,Very Low
71910,2B,Jim Ames,-,-,-,-,10/17/2024,17,6' 0',170 lbs,R,R,Unkn.,Unkn.,20,40,N,L,N,N,H,N,Unknown,Normal,-,-,-,Adrian,-,Average,HS Senior,25,25,25,20,20,30,25,25,25,20,20,30,25,25,25,20,20,30,50,55,50,45,45,60,50,50,Normal,Spray,Pull,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,88-90,3/4,Normal,20,20,20,20,20,50,35,35,40,40,45,45,-,-,-,25,-,-,20,-,-,70,-,55,35,20,20,40,-,35,60,45,40,35,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 19th   2042,High,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Weak,Very Low
74032,SP,Marc Anderson,-,-,-,-,06/10/2024,18,6' 7',205 lbs,R,R,Unkn.,Unkn.,20,30,N,N,N,N,L,H,Unknown,Normal,-,-,-,Palatka,-,Average,HS Senior,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,30,30,25,30,25,45,25,Normal,Normal,Spray,25,30,20,45,25,25,30,20,45,25,25,30,20,45,25,40,45,30,45,45,30,40,20,35,35,30,35,-,-,25,30,25,35,-,-,-,-,-,-,-,-,-,-,6,FB,89-91,92-94,3/4,Normal,50,30,25,25,25,25,30,40,20,35,35,40,40,-,-,-,-,-,-,-,-,40,-,35,-,-,-,30,-,25,25,20,20,20,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 18th   2042,Average,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Very Weak,Very Low
72956,1B,Tim Anderson,-,-,-,-,05/29/2025,17,6' 1',195 lbs,L,L,Unkn.,Unkn.,20,60,N,N,N,H,N,L,Unknown,Durable,-,-,-,Brick Township Memorial,-,Average,HS Senior,30,25,25,30,20,30,25,25,25,25,20,30,25,30,25,30,20,30,50,65,50,55,45,75,35,20,Normal,Normal,Spray,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,84-86,84-86,3/4,Normal,20,20,25,25,25,30,30,30,20,45,45,40,-,-,25,-,-,-,-,-,-,40,-,35,-,-,-,45,-,40,35,20,20,20,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 12th   2042,Average,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Very Weak,Very Low
71852,C,Giussepe Andregg,-,-,-,-,10/18/2025,16,6' 0',185 lbs,R,R,Unkn.,Unkn.,20,35,L,N,L,N,L,L,Unknown,Normal,-,-,-,Croton-Harmon,-,Average,HS Senior,25,25,20,20,20,25,25,25,20,20,20,25,25,25,20,20,20,25,50,50,40,40,40,50,55,20,Normal,Spray,Spray,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,20,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,85-87,85-87,SIDE,Normal,20,20,40,55,50,30,25,45,20,25,35,45,-,30,20,-,-,-,-,-,-,40,45,35,-,-,-,-,-,-,25,35,40,45,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 12th   2042,High,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Weak,Very Low
74087,SS,Apaapa Anka,-,-,-,-,11/19/2021,20,6' 1',180 lbs,L,R,Unkn.,Unkn.,35,75,N,L,N,N,N,N,Unknown,Normal,-,-,-,University of New Mexico,-,Good,CO Junior,45,45,55,30,45,50,45,45,55,25,45,45,45,45,55,30,45,50,65,75,80,35,80,80,55,20,Line Drive,Ex. Pull,Normal,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,20,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,91-93,3/4,Normal,20,20,25,25,25,55,55,50,65,50,45,40,-,-,-,-,-,40,-,-,-,80,-,70,60,50,45,50,25,40,80,65,60,65,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 9th   2042,Average,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Very Weak,Very Low
71779,SP,Elias Arellano,-,-,-,-,01/09/2025,17,6' 4',190 lbs,R,R,Unkn.,Unkn.,20,45,H,N,N,N,N,N,Unknown,Normal,-,-,-,Lucchetti,-,Poor,HS Senior,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,30,25,20,30,30,50,20,Normal,Normal,Pull,30,30,25,45,20,30,25,25,45,20,30,30,25,45,20,55,45,45,45,45,-,-,20,55,80,35,75,-,-,-,-,30,65,-,-,-,-,-,-,-,-,-,-,4,NEU,92-94,96-98,OTT,Normal,60,40,20,20,20,30,30,50,35,40,35,45,50,-,-,-,-,-,-,-,-,50,-,40,-,-,-,35,-,30,30,25,20,20,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 18th   2042,High,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Weak,Very Low
72880,3B,Mario Arroyo,-,-,-,-,04/26/2021,21,6' 0',185 lbs,R,R,Unkn.,Unkn.,35,65,N,L,H,N,H,L,Unknown,Normal,-,-,-,Arizona State University,-,Great,CO Junior,45,45,60,30,45,50,45,45,60,30,45,50,45,45,60,30,45,50,55,70,80,35,55,80,50,45,Line Drive,Pull,Pull,20,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,25,25,20,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,3/4,Normal,20,20,25,25,25,60,55,55,50,55,50,45,-,-,-,-,45,30,-,-,-,80,-,65,55,50,45,60,40,50,75,65,65,50,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 16th   2042,High,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Average,Very Low
71706,SP,Mike Arruda,-,-,-,-,01/30/2025,17,6' 3',185 lbs,L,R,Unkn.,Unkn.,20,45,N,N,N,N,N,N,Unknown,Fragile,-,-,-,Pioneer-Pleasant Vale,-,Average,HS Senior,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,30,30,30,30,25,75,25,Normal,Normal,Spray,30,25,25,40,20,25,25,20,40,20,30,25,25,45,20,50,45,45,40,50,35,60,20,60,-,-,-,30,65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,FB,90-92,94-96,3/4,Normal,50,60,25,30,30,25,25,45,20,55,55,55,40,-,-,-,-,-,-,-,-,40,-,35,-,-,-,65,45,55,25,25,25,40,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 23rd   2042,High,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Weak,Very Low
71908,1B,Tim Artis,-,-,-,-,08/22/2024,18,6' 2',205 lbs,L,L,Unkn.,Unkn.,20,65,N,N,H,N,N,N,Unknown,Normal,-,-,-,St. Joseph,-,Average,HS Senior,25,25,25,25,30,30,25,25,25,25,30,30,25,25,25,30,30,30,55,65,50,55,60,70,50,25,Normal,Normal,Pull,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,30,25,30,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,85-87,85-87,SIDE,Normal,20,20,20,20,20,35,35,45,35,50,40,45,-,-,30,-,-,-,-,-,-,55,-,45,-,-,-,50,25,40,25,30,25,30,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Jul. 19th   2042,High,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Very Weak,Very Low
71828,RP,Dan Ashley,-,-,-,-,04/19/2025,17,6' 2',180 lbs,L,L,Unkn.,Unkn.,20,30,N,N,N,N,N,N,Unknown,Normal,-,-,-,Academy Park,-,Average,HS Senior,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,40,30,30,30,25,50,20,Groundball,Normal,Normal,30,20,20,40,20,30,20,20,40,20,25,20,20,40,20,45,45,35,45,45,35,45,25,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,FB,90-92,91-93,3/4,Normal,25,50,25,25,30,25,35,30,20,40,35,40,40,-,-,-,-,-,-,-,-,40,-,35,-,-,-,40,-,30,25,20,20,20,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Jul. 17th   2042,High,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Weak,Very Low
74086,SP,Kevin Atkinson,-,-,-,-,05/28/2021,21,5' 10',170 lbs,R,R,Unkn.,Unkn.,30,45,N,N,H,N,N,N,Unknown,Normal,-,-,-,UNLV,-,Good,CO Junior,20,20,20,20,25,20,20,20,20,20,30,20,20,20,20,20,25,20,25,25,25,25,35,25,80,20,Normal,Spray,Pull,30,45,40,50,45,30,45,35,45,45,30,45,40,55,45,40,65,50,50,70,30,35,30,60,-,35,40,35,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,85-87,86-88,OTT,Normal,40,35,25,20,20,30,30,45,20,50,45,50,50,-,-,-,-,-,-,-,-,50,-,35,-,-,-,55,30,45,20,20,20,20,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 14th   2042,Average,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Weak,Very Low
