ID,POS,Name,TM,ORG,LG,Lev,DOB,Age,HT,WT,B,T,Nat. Pop.,Loc. Pop.,OVR,POT,LEA,LOY,AD,FIN,WE,INT,Type,Prone,INJ,INJ,Left,Schl,CommSch,COMP,HSC,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,HT P,CON P,GAP P,POW P,EYE P,K P,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,STU P,MOV P,CON P,PBABIP P,HRR P,FB,FBP,CH,CHP,CBP,SL,SLP,SI,SIP,SP,SPP,CT,CTP,FO,FOP,CC,CCP,SC,SCP,KC,KCP,KN,KNP,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,P,C,1B,2B,3B,SS,LF,CF,RF,P Pot,C Pot,1B Pot,2B Pot,3B Pot,SS Pot,LF Pot,CF Pot,RF Pot,SPE,SR,STE,RUN,SLR,YL,CV,TY,ECV,ETY,MLY,MLD,SECY,SECD,PROY,OPT,OY,ON40,IC,WAIV,DFA,DEM,DEM,Sign,R5,FAT,ROOK,ACT,Sct,SctAcc,Risk,SctCat,TXN,TXNDT,DrLg,DrTm,Draft,Round,Pick,OA Pick,Disc,DiscTm,Relation,Interest
73131,CL,Dusty Apuzzo,-,-,-,-,09/26/2025,16,6' 3',185 lbs,R,R,Unkn.,Unkn.,25,70,L,N,H,N,N,N,Unknown,Normal,-,-,-,Leonia High School,-,Average,HS Junior,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,25,25,40,30,25,55,20,Normal,Normal,Normal,30,30,25,45,25,30,30,25,45,25,30,30,25,45,25,70,55,65,50,60,35,75,25,70,-,-,-,25,45,-,-,30,70,-,-,-,-,-,-,-,-,-,-,4,NEU,89-91,93-95,3/4,Normal,30,40,25,25,20,30,30,50,35,40,40,50,50,-,-,-,-,-,-,-,-,50,-,40,-,-,-,40,-,35,30,25,20,25,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Jul. 25th   2042,High,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Very Weak,Very Low
74128,SP,Sergio Arellano,-,-,-,-,03/06/2026,16,6' 2',175 lbs,R,R,Unkn.,Unkn.,20,50,N,N,N,N,N,N,Unknown,Durable,-,-,-,Camarillo,-,Average,HS Junior,20,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,20,35,30,30,35,50,30,65,20,Normal,Normal,Normal,30,25,20,45,20,30,25,20,40,20,30,25,25,45,20,55,50,50,45,50,35,55,-,-,80,-,-,25,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,NEU,89-91,92-94,3/4,Normal,75,40,25,25,25,30,30,45,25,55,45,45,45,-,-,-,-,-,-,-,-,45,-,35,-,-,-,60,40,50,25,25,20,20,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 6th   2042,High,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Weak,Very Low
74336,CF,Ramon Arenas,-,-,-,-,04/21/2026,16,6' 0',165 lbs,L,R,Unkn.,Unkn.,20,50,N,N,N,N,N,N,Unknown,Durable,-,-,-,Kennedy,-,Average,HS Junior,25,25,25,25,30,30,25,25,25,25,30,30,25,25,25,25,30,30,55,65,55,45,60,70,50,25,Normal,Pull,Pull,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,35,30,30,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,91-93,SIDE,Normal,20,20,20,20,20,35,30,45,25,60,50,55,-,-,20,-,-,-,25,30,20,45,-,35,-,-,-,65,45,55,45,45,55,45,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 4th   2042,High,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Weak,Very Low
73093,CL,Tony Arismendez,-,-,-,-,03/16/2025,17,6' 1',180 lbs,R,R,Unkn.,Unkn.,30,80,N,H,N,N,N,N,Unknown,Normal,-,-,-,National Baseball Academy,-,Fair,HS Junior,20,20,20,20,30,20,20,20,20,20,30,20,20,20,20,20,30,20,30,25,30,25,60,30,65,25,Flyball,Spray,Spray,30,35,35,45,30,30,30,35,45,30,30,35,35,50,30,80,60,80,50,65,45,80,-,-,-,30,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,NEU,94-96,100+,3/4,Normal,45,35,25,25,30,35,25,55,25,45,40,50,50,-,-,-,-,-,-,-,-,50,-,40,-,-,-,45,-,40,25,20,20,35,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 18th   2042,High,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Very Weak,Very Low
73268,RF,Adam Armstrong,-,-,-,-,11/04/2025,16,6' 2',185 lbs,L,L,Unkn.,Unkn.,20,65,N,N,H,N,N,N,Unknown,Durable,-,-,-,Cashton,-,Average,HS Junior,25,20,25,25,20,30,20,25,25,25,20,25,20,25,25,30,25,30,55,65,50,60,70,70,30,25,Normal,Normal,Normal,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,20,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,90-92,3/4,Normal,20,20,20,25,20,35,30,55,25,45,40,60,-,-,20,-,-,-,20,-,30,55,-,45,-,-,-,50,25,45,40,30,30,25,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 13th   2042,High,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Very Weak,Very Low
74146,C,Ricky Arroyo,-,-,-,-,08/14/2025,17,6' 2',185 lbs,R,R,Unkn.,Unkn.,20,60,N,N,N,N,N,N,Unknown,Normal,-,-,-,McNair,-,Average,HS Junior,30,25,30,30,30,30,25,30,30,30,30,30,25,30,30,30,30,30,50,50,50,65,50,60,25,25,Normal,Spray,Normal,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,88-90,SIDE,Normal,20,20,45,55,45,45,30,50,35,40,45,40,-,30,-,-,-,-,25,-,20,65,45,55,25,30,-,40,-,30,35,35,30,30,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Jul. 25th   2042,Average,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Very Weak,Very Low
74346,SP,Chris Ascencio,-,-,-,-,03/28/2026,16,6' 2',180 lbs,S,R,Unkn.,Unkn.,30,80,N,N,N,L,N,N,Unknown,Fragile,-,-,-,Copiague,-,Average,HS Junior,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,35,35,20,35,30,50,30,Groundball,Normal,Pull,30,30,35,45,25,30,30,35,45,30,30,30,35,45,25,45,60,80,50,70,35,50,25,70,-,-,-,-,-,30,45,-,-,-,-,-,-,-,-,-,-,-,-,3,NEU,88-90,89-91,OTT,Normal,65,20,20,20,20,30,40,35,25,45,45,45,55,-,-,-,-,-,-,-,-,55,-,45,-,-,-,45,-,40,20,25,20,20,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 21st   2042,Average,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Very Weak,Very Low
73189,CF,Valarshak Aslamazian,-,-,-,-,05/11/2025,17,6' 2',180 lbs,S,R,Unkn.,Unkn.,20,45,L,N,N,H,N,N,Unknown,Normal,-,-,-,Bonneville,-,Average,HS Junior,25,25,30,30,25,25,25,25,30,30,25,25,25,25,30,30,25,25,55,50,50,50,65,50,60,25,Normal,Normal,Normal,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,20,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,86-88,86-88,3/4,Normal,20,20,20,25,25,35,25,35,30,50,35,50,-,-,-,-,-,-,20,25,20,40,-,40,-,-,-,55,30,45,45,50,55,40,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Jul. 23rd   2042,High,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Weak,Very Low
73308,LF,Mike Ayers,-,-,-,-,03/11/2025,17,6' 4',190 lbs,R,R,Unkn.,Unkn.,20,65,H,N,N,N,N,N,Unknown,Normal,-,-,-,Brookfield,-,Average,HS Junior,30,30,30,25,25,30,30,30,30,25,25,35,30,30,30,25,25,30,60,75,80,45,55,80,45,50,Line Drive,Spray,Normal,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,30,30,25,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,3/4,Normal,20,20,20,20,20,35,25,35,25,45,40,50,-,-,-,-,-,-,30,-,20,45,-,40,-,-,-,45,-,40,55,55,50,50,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 15th   2042,High,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Very Weak,Very Low
73100,RF,Andy Bailey,-,-,-,-,06/24/2025,17,6' 2',185 lbs,L,L,Unkn.,Unkn.,25,80,N,L,L,N,N,L,Unknown,Normal,-,-,-,Thornridge,-,Average,HS Junior,25,25,30,30,25,30,25,25,30,30,20,30,30,30,30,30,25,30,55,65,80,75,60,70,35,25,Line Drive,Normal,Pull,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,30,20,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,88-90,90-92,OTT,Normal,20,20,20,20,20,55,35,65,20,50,35,65,-,-,20,-,-,-,25,20,35,75,-,60,-,-,-,55,30,50,45,40,45,30,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 2nd   2042,High,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Weak,Very Low
73275,2B,Josh Baker,-,-,-,-,05/24/2025,17,6' 2',185 lbs,R,R,Unkn.,Unkn.,20,70,H,N,N,H,N,N,Unknown,Normal,-,-,-,Buena Park,-,Average,HS Junior,25,20,35,30,30,25,20,25,35,30,30,25,20,25,35,30,30,25,50,55,80,65,75,60,35,25,Line Drive,Spray,Normal,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,88-90,90-92,3/4,Normal,20,20,20,20,20,45,50,35,60,40,45,35,-,-,-,30,-,20,20,-,-,75,-,65,45,30,30,40,-,30,65,40,40,20,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Jul. 29th   2042,High,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Weak,Very Low
74199,1B,Mike Balog,-,-,-,-,09/07/2022,19,6' 2',205 lbs,R,R,Unkn.,Unkn.,30,50,N,N,N,H,L,N,Unknown,Normal,-,-,-,Wichita State University,-,Great,CO Sophomore,40,40,35,30,35,40,40,40,35,30,35,40,40,40,35,30,35,40,60,55,45,45,50,55,50,25,Groundball,Normal,Normal,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,35,30,25,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,86-88,87-89,3/4,Normal,20,20,25,25,25,20,25,30,20,45,50,45,-,-,25,-,-,-,-,-,-,25,-,25,-,-,-,45,-,40,35,25,20,20,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 1st   2042,High,Low,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Weak,Very Low
74298,CF,Josh Bamford,-,-,-,-,08/31/2021,20,6' 0',180 lbs,R,R,Unkn.,Unkn.,25,45,L,N,N,N,N,N,Unknown,Normal,-,-,-,University of Delaware,-,Good,CO Sophomore,35,35,40,40,40,40,35,40,40,40,40,40,35,35,40,40,40,40,45,50,50,50,50,50,40,25,Normal,Normal,Spray,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,20,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,89-91,3/4,Normal,20,20,20,25,20,30,35,35,30,55,35,35,-,-,-,-,-,-,35,35,25,50,-,40,-,-,-,55,40,45,65,60,55,60,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Jul. 13th   2042,Average,Low,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Average,Very Low
73170,SP,Pat Banach,-,-,-,-,07/27/2025,17,6' 2',180 lbs,R,R,Unkn.,Unkn.,25,55,N,H,N,N,H,N,Unknown,Normal,-,-,-,Montgomery-Lonsdale,-,Average,HS Junior,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,30,30,35,30,50,25,Normal,Spray,Spray,30,30,30,40,25,30,30,30,40,25,30,30,30,45,25,45,50,70,45,55,35,50,20,50,-,-,-,30,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,NEU,88-90,91-93,3/4,Normal,50,30,20,20,20,30,30,45,25,55,50,45,50,-,-,-,-,-,-,-,-,50,-,40,-,-,-,55,35,50,25,25,20,25,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 23rd   2042,High,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Average,Very Low
74121,SP,Jim Barclay,-,-,-,-,06/11/2022,20,6' 1',180 lbs,L,L,Unkn.,Unkn.,35,45,N,N,N,H,N,N,Unknown,Normal,-,-,-,Briarcliffe,-,Poor,CO Sophomore,20,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,20,20,20,30,35,30,20,60,20,Normal,Spray,Spray,40,35,25,45,35,45,40,25,45,35,40,35,25,45,35,55,45,30,45,50,45,70,40,55,-,40,65,-,-,-,-,40,65,-,-,-,-,-,-,-,-,-,-,4,FB,91-93,94-96,3/4,Normal,70,70,20,25,30,30,25,50,20,35,40,50,45,-,-,-,-,-,-,-,-,45,-,35,-,-,-,35,-,30,35,30,25,30,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 22nd   2042,Average,Low,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Very Weak,Very Low
74113,RP,Bob Barrow,-,-,-,-,10/14/2022,19,6' 3',195 lbs,R,R,Unkn.,Unkn.,35,50,N,N,N,N,N,N,Unknown,Normal,-,-,-,Merrimack College,-,Average,CO Sophomore,20,25,20,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,30,30,20,25,30,30,65,20,Groundball,Spray,Spray,45,40,25,50,40,45,40,20,50,35,45,40,25,50,40,80,50,30,50,50,60,80,35,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,NEU,95-97,99-101,OTT,Power,50,55,20,20,25,35,35,50,35,45,45,50,60,-,-,-,-,-,-,-,-,60,-,50,25,25,-,45,-,40,45,40,35,45,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 25th   2042,High,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Average,Very Low
74213,CF,Al Barter,-,-,-,-,07/28/2026,16,6' 2',170 lbs,L,L,Unkn.,Unkn.,20,80,N,N,L,N,N,N,Unknown,Normal,-,-,-,Montpetit,-,Poor,HS Junior,30,30,30,20,30,30,30,30,30,20,30,30,30,30,30,20,30,30,80,80,75,40,65,80,50,20,Line Drive,Normal,Pull,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,40,30,30,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,88-90,88-90,3/4,Normal,20,20,20,20,20,30,30,40,20,55,45,55,-,-,-,-,-,-,25,30,25,45,-,40,-,-,-,65,45,55,45,45,45,40,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 19th   2042,Average,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Very Weak,Very Low
