ID,POS,Name,TM,ORG,LG,Lev,DOB,Age,HT,WT,B,T,Nat. Pop.,Loc. Pop.,OVR,POT,LEA,LOY,AD,FIN,WE,INT,Type,Prone,INJ,INJ,Left,Schl,CommSch,COMP,HSC,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,HT P,CON P,GAP P,POW P,EYE P,K P,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,STU P,MOV P,CON P,PBABIP P,HRR P,FB,FBP,CH,CHP,CBP,SL,SLP,SI,SIP,SP,SPP,CT,CTP,FO,FOP,CC,CCP,SC,SCP,KC,KCP,KN,KNP,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,P,C,1B,2B,3B,SS,LF,CF,RF,P Pot,C Pot,1B Pot,2B Pot,3B Pot,SS Pot,LF Pot,CF Pot,RF Pot,SPE,SR,STE,RUN,SLR,YL,CV,TY,ECV,ETY,MLY,MLD,SECY,SECD,PROY,OPT,OY,ON40,IC,WAIV,DFA,DEM,DEM,Sign,R5,FAT,ROOK,ACT,Sct,SctAcc,Risk,SctCat,TXN,TXNDT,DrLg,DrTm,Draft,Round,Pick,OA Pick,Disc,DiscTm,Relation,Interest
68729,2B,Luis Adams,-,-,-,-,08/01/2018,24,6' 4',205 lbs,R,R,Unkn.,Unkn.,25,30,N,N,N,N,N,N,Normal,Normal,-,-,-,Bradley University,-,Great,-,35,45,35,35,40,30,45,40,35,40,45,30,45,35,35,35,40,30,50,40,45,45,45,30,45,20,Normal,Pull,Spray,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,30,20,30,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,83-85,84-86,3/4,Normal,20,20,25,20,20,45,65,25,35,55,60,25,-,-,-,35,-,-,45,30,-,80,-,70,40,20,25,55,40,40,30,20,20,20,Free agent,0,-,0,-,0,0,0,0,0,1,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Oct. 23rd   2041,Average,Low,Major,Draft Pick,Jun. 4th   2040,Major League Baseball,Minnesota,2040,14,3,381,0,-,Weak,Very Low
68666,RP,Jeremy Addison,-,-,-,-,09/27/2018,23,6' 2',190 lbs,L,R,Unkn.,Unkn.,25,25,N,N,H,N,H,N,Unknown,Normal,-,-,-,Willamette University,-,Poor,-,20,20,20,20,25,20,20,20,20,20,20,20,20,20,20,25,25,20,20,20,25,30,30,25,35,25,Flyball,Pull,Pull,40,25,25,40,20,40,25,25,40,20,40,25,25,40,20,45,25,30,40,20,45,45,40,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,FB,91-93,91-93,OTT,Normal,40,35,20,20,20,30,30,50,25,35,30,30,45,-,-,-,-,-,-,-,-,45,-,40,-,-,-,25,-,-,20,25,20,20,Free agent,0,-,0,-,0,0,0,0,0,1,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 12th   2042,Very High,Very Low,Minor,Draft Pick,Jun. 3rd   2041,Major League Baseball,Philadelphia,2041,25,21,712,0,-,Weak,Very Low
53812,RP,Elijah Adewale,-,-,-,-,08/21/2009,33,6' 0',200 lbs,R,R,Insig.,Fair,40,40,N,N,H,N,N,N,Normal,Iron Man,-,-,-,University of Minnesota,-,Great,-,20,20,25,20,25,20,20,20,25,20,25,20,20,20,25,20,25,20,20,20,25,20,25,20,60,20,Flyball,Spray,Pull,40,50,45,50,50,35,45,45,45,45,40,55,50,50,55,40,50,45,50,50,45,45,-,-,-,35,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,NEU,92-94,92-94,SIDE,Normal,45,60,20,20,20,20,30,45,20,20,40,35,20,-,-,-,-,-,-,-,-,20,-,25,-,-,-,-,-,-,20,20,20,30,Free agent,0,-,0,-,0,4,800,5,981,11,3,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 17th   2042,Very High,Very Low,Major,Minor FA signing,Jun. 30th   2042,Major League Baseball,San Francisco,2031,5,14,148,0,-,Weak,Very Low
56498,3B,Jaisten Adkins,-,-,-,-,07/23/2008,34,6' 2',195 lbs,R,R,Fair,Fair,45,45,N,L,H,N,N,L,Normal,Wrecked,-,-,-,Oral Roberts University,-,Average,-,45,55,50,50,60,35,55,45,50,50,60,35,55,45,50,50,60,35,55,45,50,50,60,35,40,20,Line Drive,Normal,Normal,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,25,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,NEU,80-83,80-83,3/4,Normal,20,20,20,20,20,60,55,65,40,35,50,60,-,-,60,30,55,50,-,-,-,80,-,75,55,55,50,35,-,35,25,30,25,20,Free agent,0,-,0,-,0,9,1640,9,1658,12,2,0,-,-,-,-,$140k,$140k,Very Easy,No,-,No,No,Jun. 20th   2042,Very High,Very Low,Major,Free Agent signing,Apr. 7th   2042,Major League Baseball,Philadelphia,2030,1,18,18,0,-,Very Weak,Very Low
72591,SP,Nate Aghazarian,-,-,-,-,07/22/2018,24,6' 2',205 lbs,S,R,Unkn.,Unkn.,20,25,N,H,L,L,H,N,Normal,Normal,-,-,-,University of Portland,-,Good,-,20,25,20,25,20,20,25,20,20,25,20,20,25,20,20,25,20,20,30,25,20,30,25,20,35,25,Normal,Normal,Spray,30,25,20,40,20,30,25,20,40,20,30,25,20,35,20,35,30,25,40,25,30,35,30,35,30,-,-,-,-,30,35,25,30,-,-,-,-,-,-,-,-,-,-,5,EX FB,88-90,88-90,OTT,Normal,70,45,25,20,20,30,30,35,25,55,50,45,45,-,-,-,-,-,-,-,-,45,-,35,-,-,-,60,40,50,25,20,20,20,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 23rd   2042,Very High,Very Low,Major,None,,Major League Baseball,-,0,0,0,0,0,-,Weak,Very Low
60703,2B,Juan Aguayo,-,-,-,-,12/08/2013,28,6' 2',200 lbs,R,R,Unkn.,Unkn.,35,35,N,L,N,N,N,N,Normal,Iron Man,-,-,-,-,-,-,-,45,45,45,45,35,45,45,45,45,45,35,45,45,45,45,45,35,45,50,45,45,45,40,45,40,40,Normal,Normal,Normal,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,25,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,FB,85-87,85-87,3/4,Normal,20,25,20,20,20,60,55,55,55,30,40,55,-,-,-,60,50,50,-,-,-,80,-,70,60,55,50,35,-,30,45,60,55,60,Free agent,0,-,0,-,0,0,26,0,26,10,0,0,-,-,-,-,-,-,Easy,No,-,No,Yes,Aug. 29th   2041,Average,Very Low,Major,Minor FA signing,Sep. 26th   2039,Major League Baseball,-,0,0,0,0,2031,Baltimore,Very Weak,Low
64869,C,Nelson Aguayo,-,-,-,-,10/29/2018,23,6' 2',205 lbs,R,R,Unkn.,Unkn.,25,25,N,N,L,N,N,N,Prankster,Normal,-,-,-,-,-,-,-,40,40,30,30,35,40,40,40,30,30,35,40,40,40,30,30,35,40,40,40,30,30,35,45,55,20,Normal,Pull,Spray,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,20,30,20,35,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,83-85,SIDE,Normal,20,25,35,45,55,40,25,55,20,25,25,55,-,30,40,-,-,-,-,-,-,55,35,45,-,-,-,-,-,-,30,20,20,25,Free agent,0,-,0,-,0,0,0,0,0,7,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Sep. 11th   2041,Average,Very Low,Minor,Scout Discovery,Mar. 9th   2035,Major League Baseball,-,0,0,0,0,2035,San Diego,Very Weak,Very Low
67796,RP,Danny Aguilar,-,-,-,-,12/23/2020,21,6' 5',195 lbs,S,R,Unkn.,Unkn.,20,30,H,N,L,N,N,N,Normal,Normal,-,-,-,-,-,-,-,25,25,25,20,20,30,25,25,25,20,20,25,25,30,30,20,25,30,45,45,35,30,35,40,60,20,Groundball,Normal,Normal,40,20,20,45,20,40,20,20,45,20,40,20,20,45,20,50,35,35,45,30,45,55,20,45,-,-,-,-,-,25,50,-,-,-,-,-,-,-,-,-,-,-,-,3,NEU,94-96,95-97,3/4,Normal,30,50,20,20,20,25,35,35,25,40,30,20,45,-,-,-,-,-,-,-,-,45,-,40,-,-,-,30,-,-,20,20,20,20,Free agent,0,-,0,-,0,0,0,0,0,4,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Sep. 6th   2041,Average,Low,Minor,Scout Discovery,Mar. 3rd   2037,Major League Baseball,-,0,0,0,0,2037,Tampa Bay,Very Weak,Very Low
68403,SP,Julio Aguilar,-,-,-,-,06/01/2021,21,6' 3',190 lbs,S,R,Unkn.,Unkn.,20,30,H,H,N,N,N,H,Normal,Normal,-,-,-,-,-,-,-,25,20,20,20,20,25,20,20,20,20,20,20,20,25,20,20,20,25,40,40,35,20,35,45,70,20,Groundball,Spray,Spray,30,25,20,45,20,30,25,20,40,20,30,25,20,40,20,50,40,40,45,40,45,60,20,45,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,55,-,-,4,FB,94-96,95-97,3/4,Normal,45,55,20,20,20,35,30,50,35,30,35,55,60,-,-,-,-,-,-,-,-,60,-,50,-,30,-,30,-,-,25,25,20,35,Free agent,0,-,0,-,0,0,0,0,0,3,0,0,-,-,-,-,-,-,Easy,No,-,No,No,May 8th   2042,Very High,Medium,Minor,Scout Discovery,Jan. 26th   2038,Major League Baseball,-,0,0,0,0,2038,New York,Average,Very Low
65246,CF,Will Aguilar,-,-,-,-,03/24/2019,23,5' 11',175 lbs,R,R,Unkn.,Unkn.,20,25,N,N,L,H,L,N,Unmotivated,Normal,-,-,-,-,-,-,-,35,35,35,25,30,35,35,35,35,25,30,40,35,35,30,25,30,35,40,45,35,35,30,50,55,25,Normal,Normal,Normal,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,25,20,30,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,84-86,87-89,3/4,Normal,20,25,20,20,20,55,30,35,45,50,50,55,-,-,-,-,-,-,25,30,25,70,-,50,35,25,20,55,35,50,50,40,40,30,Free agent,0,-,0,-,0,0,0,0,0,6,0,0,-,-,-,-,-,-,Easy,No,-,No,No,May 18th   2042,Very High,Low,Minor,Scout Discovery,Aug. 11th   2035,Major League Baseball,-,0,0,0,0,2035,Texas,Very Weak,Very Low
47956,C,Dong-hwan Ahn,-,-,-,-,09/24/2007,34,6' 1',205 lbs,R,R,Insig.,Fair,40,40,N,H,N,N,N,H,Normal,Iron Man,-,-,-,-,-,-,-,45,40,55,40,45,50,40,45,55,40,45,50,40,45,50,40,45,50,40,45,55,40,45,50,35,20,Normal,Pull,Spray,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,80-83,80-83,3/4,Normal,20,25,60,60,45,20,25,40,20,20,35,40,-,50,20,-,-,-,-,-,-,-,50,25,-,-,-,-,-,-,30,25,30,30,Free agent,0,-,0,-,0,11,1892,12,2064,17,1,0,-,-,-,-,-,-,Easy,No,-,No,Yes,Jul. 5th   2042,Very High,Very Low,Major,Free Agent signing,Feb. 7th   2037,Major League Baseball,-,0,0,0,0,2024,Nashville,Average,Very Low
65514,SS,David Alaniz,-,-,-,-,09/08/2019,22,6' 4',200 lbs,R,R,Unkn.,Unkn.,20,30,L,L,N,H,N,L,Selfish,Normal,-,-,-,-,-,-,-,30,30,25,20,25,30,30,30,25,20,30,35,30,30,25,20,25,30,40,40,40,25,30,45,70,25,Groundball,Normal,Normal,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,30,20,30,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,86-88,3/4,Normal,20,20,20,20,25,55,60,55,45,25,35,50,-,-,-,-,-,40,-,-,-,80,-,80,55,50,45,-,-,-,55,45,35,30,Free agent,0,-,0,-,0,0,0,0,0,5,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Oct. 19th   2041,Average,Low,Minor,Scout Discovery,Jan. 25th   2036,Major League Baseball,-,0,0,0,0,2036,New York,Very Weak,Very Low
66451,RF,Victor Albertrani,-,-,-,-,10/23/2019,22,6' 0',180 lbs,L,L,Unkn.,Unkn.,20,25,N,N,H,N,N,N,Normal,Normal,-,-,-,-,-,-,-,30,35,30,35,25,20,30,25,30,35,25,20,35,30,30,35,25,20,35,30,35,40,25,25,35,50,Normal,Normal,Normal,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,80-83,84-86,SIDE,Normal,20,25,20,20,20,40,30,55,20,55,55,60,-,-,-,-,-,-,55,40,50,65,-,50,-,-,-,65,45,60,65,55,60,60,Free agent,0,-,0,-,0,0,0,0,0,5,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 13th   2042,Very High,Very Low,Minor,International FA signing,Feb. 28th   2037,Major League Baseball,-,0,0,0,0,2036,Colorado,Very Weak,Very Low
65209,C,Alex Alcala,-,-,-,-,06/09/2019,23,6' 7',205 lbs,R,R,Unkn.,Unkn.,20,25,H,N,N,L,N,H,Normal,Durable,-,-,-,-,-,-,-,35,30,40,35,30,40,30,35,40,40,30,45,30,35,40,35,30,40,30,35,40,40,35,40,45,20,Flyball,Pull,Normal,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,25,20,30,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,86-88,SIDE,Normal,20,20,45,50,35,30,40,40,25,25,50,45,-,30,25,-,-,-,-,-,-,55,35,50,-,-,-,-,-,-,20,25,25,20,Free agent,0,-,0,-,0,0,0,0,0,6,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Jul. 14th   2042,Very High,Very Low,Minor,Minor FA signing,Sep. 3rd   2040,Major League Baseball,-,0,0,0,0,2035,New York,Very Weak,Very Low
64170,RP,Bill Alder,-,-,-,-,12/06/2014,27,5' 11',200 lbs,L,L,Unkn.,Unkn.,35,35,H,H,N,N,H,N,Normal,Normal,-,-,-,New Brunswick,-,Poor,-,25,20,35,20,30,35,20,25,35,20,30,30,20,30,35,25,30,35,20,30,35,20,30,35,30,20,Flyball,Normal,Spray,60,45,25,50,45,55,45,25,45,45,60,45,25,50,45,75,45,30,50,45,65,80,-,-,-,-,-,-,-,75,80,-,-,-,-,-,-,-,-,-,-,-,-,2,NEU,95-97,95-97,OTT,Power,25,55,20,20,25,35,30,30,20,20,40,30,50,-,-,-,-,-,-,-,-,50,-,40,-,-,-,-,-,-,20,25,20,30,Free agent,0,-,0,-,0,0,6,0,6,6,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Oct. 23rd   2041,Average,Low,Major,Minor FA signing,Dec. 9th   2041,Major League Baseball,St. Louis,2036,24,19,682,0,-,Average,Very Low
62257,RP,Andy Alderson,-,-,-,-,06/22/2017,25,6' 8',215 lbs,R,R,Unkn.,Unkn.,30,30,N,H,N,N,H,N,Normal,Normal,-,-,-,Arnold O. Beckman,Skyline College,Average,-,45,45,35,25,20,40,45,45,35,25,20,40,45,45,35,25,20,40,45,45,35,25,20,40,65,25,Normal,Spray,Normal,45,30,20,40,30,45,30,20,40,30,45,30,20,40,30,45,30,20,40,30,50,50,30,30,-,-,-,-,-,-,-,40,40,-,-,-,-,-,-,-,-,-,-,3,EX FB,96-98,96-98,3/4,Power,40,50,20,20,20,40,25,50,25,45,35,30,50,-,-,-,-,-,-,-,-,50,-,50,-,-,-,40,-,25,20,25,25,20,Free agent,0,-,0,-,0,0,0,0,0,7,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Jul. 7th   2042,Very High,Very Low,Minor,Draft Pick,Jun. 3rd   2035,Major League Baseball,Boston,2035,13,6,360,0,-,Average,Very Low
