ID,POS,Name,TM,ORG,LG,Lev,DOB,Age,HT,WT,B,T,Nat. Pop.,Loc. Pop.,OVR,POT,LEA,LOY,AD,FIN,WE,INT,Type,Prone,INJ,INJ,Left,Schl,CommSch,COMP,HSC,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,HT P,CON P,GAP P,POW P,EYE P,K P,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,STU P,MOV P,CON P,PBABIP P,HRR P,FB,FBP,CH,CHP,CBP,SL,SLP,SI,SIP,SP,SPP,CT,CTP,FO,FOP,CC,CCP,SC,SCP,KC,KCP,KN,KNP,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,P,C,1B,2B,3B,SS,LF,CF,RF,P Pot,C Pot,1B Pot,2B Pot,3B Pot,SS Pot,LF Pot,CF Pot,RF Pot,SPE,SR,STE,RUN,SLR,YL,CV,TY,ECV,ETY,MLY,MLD,SECY,SECD,PROY,OPT,OY,ON40,IC,WAIV,DFA,DEM,DEM,Sign,R5,FAT,ROOK,ACT,Sct,SctAcc,Risk,SctCat,TXN,TXNDT,DrLg,DrTm,Draft,Round,Pick,OA Pick,Disc,DiscTm,Relation,Interest
74449,CL,Dan Armbruster,-,-,-,-,04/16/2027,15,6' 0',170 lbs,R,R,Unkn.,Unkn.,25,80,N,N,H,N,N,N,Unknown,Normal,-,-,-,Monroe-Woodbury,-,Average,HS Sophomore,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,30,35,55,30,45,20,Flyball,Pull,Normal,30,30,25,45,25,30,30,25,45,30,25,30,25,45,25,70,70,75,50,75,40,80,25,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,NEU,92-94,96-98,OTT,Normal,45,45,20,20,20,25,25,35,25,40,35,40,35,-,-,-,-,-,-,-,-,35,-,30,-,-,-,35,-,30,20,20,20,25,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 3rd   2042,Average,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Very Weak,Very Low
74499,SP,Jeff Arnautovic,-,-,-,-,02/15/2027,15,6' 3',180 lbs,R,R,Unkn.,Unkn.,20,60,N,N,N,N,N,N,Unknown,Durable,-,-,-,Ravena-Coeymans-Selkirk,-,Average,HS Sophomore,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,30,30,30,30,30,80,20,Normal,Normal,Normal,25,30,20,45,20,25,30,20,45,20,25,30,20,45,20,75,50,40,50,55,40,80,25,65,-,-,-,25,80,-,-,30,80,-,-,-,-,-,-,-,-,-,-,4,FB,92-94,96-98,OTT,Normal,65,65,20,20,20,30,25,40,30,45,35,45,35,-,-,-,-,-,-,-,-,35,-,35,-,-,-,45,-,40,30,25,25,25,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 24th   2042,Average,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Very Weak,Very Low
74546,SS,Chris Baggerly,-,-,-,-,09/08/2026,15,6' 0',165 lbs,S,R,Unkn.,Unkn.,20,45,N,N,N,N,H,N,Unknown,Normal,-,-,-,Fennville,-,Average,HS Sophomore,25,30,25,25,30,25,30,25,30,25,30,25,30,25,25,25,30,25,55,55,55,45,80,55,50,20,Normal,Normal,Normal,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,20,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,91-93,3/4,Normal,20,20,20,20,20,55,50,35,35,30,40,35,-,-,-,20,-,25,-,-,-,80,-,65,45,30,30,30,-,-,55,45,45,45,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 20th   2042,High,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Average,Very Low
74533,SP,Jim Baillargeon,-,-,-,-,11/13/2026,15,5' 10',160 lbs,R,L,Unkn.,Unkn.,25,80,N,H,H,H,H,N,Unknown,Normal,-,-,-,Brentwood,-,Average,HS Sophomore,25,25,20,20,25,20,25,25,20,20,25,20,25,20,20,20,25,20,45,40,35,25,30,30,40,25,Normal,Normal,Normal,30,35,30,45,30,30,35,30,45,30,30,35,30,40,30,55,65,65,45,80,35,65,20,80,-,-,-,30,55,25,45,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,89-91,93-95,3/4,Normal,65,80,20,20,20,30,35,50,20,45,50,50,50,-,-,-,-,-,-,-,-,50,-,35,-,-,-,45,-,40,25,25,20,30,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 4th   2042,Average,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Very Weak,Very Low
72722,SP,Humberto Baltazar,-,-,-,-,10/27/2023,18,6' 2',180 lbs,R,R,Unkn.,Unkn.,25,45,L,L,N,H,N,N,Unknown,Normal,-,-,-,Northwestern University,-,Average,CO Freshman,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,30,30,20,30,75,25,Normal,Spray,Pull,35,25,25,50,20,35,25,25,50,20,35,25,25,50,20,55,45,40,50,45,40,60,20,65,35,-,-,-,-,35,60,-,-,-,-,-,-,-,-,-,-,-,-,4,EX FB,89-91,92-94,OTT,Normal,55,60,20,20,20,30,35,40,25,45,45,40,45,-,-,-,-,-,-,-,-,45,-,40,-,-,-,45,-,35,30,30,30,40,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 24th   2042,Very High,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Weak,Very Low
74505,C,Chris Barrera,-,-,-,-,10/20/2026,15,6' 1',185 lbs,R,R,Unkn.,Unkn.,20,60,N,N,N,N,N,L,Unknown,Normal,-,-,-,Farmingdale,-,Average,HS Sophomore,25,20,30,30,20,30,20,25,30,30,20,30,20,25,30,25,20,30,50,60,55,55,50,75,60,25,Normal,Spray,Normal,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,30,20,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,85-87,85-87,OTT,Normal,20,20,55,50,40,35,20,50,25,40,30,50,-,30,-,-,-,-,-,-,-,45,45,35,-,-,-,40,-,35,25,20,20,20,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Jul. 27th   2042,Average,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Weak,Very Low
74598,SS,Pete Barron,-,-,-,-,07/17/2027,15,6' 3',180 lbs,R,R,Unkn.,Unkn.,20,80,H,N,H,N,H,H,Unknown,Normal,-,-,-,Hamilton (AZ) High School,-,Average,HS Sophomore,30,25,35,30,25,30,25,30,35,30,25,30,25,30,35,30,25,30,60,75,80,75,55,80,70,60,Line Drive,Normal,Normal,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,30,20,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,87-89,87-89,3/4,Normal,20,20,25,20,20,55,50,60,45,50,40,55,-,-,-,20,20,30,20,-,-,80,-,75,50,50,40,55,30,50,60,45,40,45,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Jul. 29th   2042,Average,Extreme,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Weak,Very Low
74517,SP,Vince Barry,-,-,-,-,12/09/2026,15,6' 3',185 lbs,R,L,Unkn.,Unkn.,30,80,L,N,N,N,N,N,Unknown,Normal,-,-,-,Cobden,-,Average,HS Sophomore,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,30,25,40,30,70,20,Normal,Normal,Normal,30,35,30,45,35,35,40,30,50,35,30,35,30,45,35,45,80,70,50,80,35,45,30,80,-,25,35,-,-,30,55,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,87-89,88-90,SIDE,Normal,65,80,20,20,20,30,40,30,20,40,35,40,50,-,-,-,-,-,-,-,-,50,-,45,-,-,-,35,-,30,25,20,20,20,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Jul. 26th   2042,Average,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Weak,Very Low
74620,SP,Jon Bartle,-,-,-,-,04/14/2027,15,6' 1',170 lbs,S,R,Unkn.,Unkn.,20,50,N,H,L,N,N,N,Unknown,Normal,-,-,-,Clarkston,-,Average,HS Sophomore,20,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,20,40,35,20,30,50,35,45,20,Normal,Normal,Normal,30,20,30,45,20,30,20,30,45,20,30,20,30,45,20,50,45,80,50,45,40,50,-,-,-,-,-,25,55,-,-,25,55,-,-,-,-,-,-,-,-,-,-,3,NEU,89-91,90-92,OTT,Normal,50,65,25,25,25,30,25,50,20,40,40,50,35,-,-,-,-,-,-,-,-,35,-,30,-,-,-,40,-,35,20,25,20,30,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 22nd   2042,High,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Weak,Very Low
74563,1B,Ben Bartlett,-,-,-,-,01/30/2027,15,6' 5',210 lbs,R,R,Unkn.,Unkn.,25,80,N,N,N,N,H,N,Unknown,Normal,-,-,-,Sheridan,-,Average,HS Sophomore,30,30,30,30,35,30,30,30,30,30,35,30,30,30,25,30,35,30,80,80,75,80,80,80,50,20,Line Drive,Normal,Normal,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,20,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,90-92,3/4,Normal,20,20,25,20,20,40,40,65,35,30,30,55,-,-,35,-,-,-,-,-,-,70,-,60,25,40,-,30,-,25,30,30,30,20,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Jul. 25th   2042,Average,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Very Weak,Very Low
74589,C,Danny Bauman,-,-,-,-,03/19/2027,15,6' 5',200 lbs,R,R,Unkn.,Unkn.,20,80,N,N,N,L,H,H,Unknown,Normal,-,-,-,Vanguard,-,Average,HS Sophomore,30,30,20,30,30,30,30,30,20,30,30,30,30,30,20,30,30,30,60,65,50,65,60,60,30,20,Normal,Pull,Normal,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,40,30,30,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,86-88,86-88,3/4,Normal,20,20,40,45,55,45,20,55,30,45,35,45,-,30,30,-,-,-,20,-,25,60,40,55,-,-,-,40,-,35,30,30,35,35,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Jul. 15th   2042,Average,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Weak,Very Low
74450,SP,Rob Beccue,-,-,-,-,05/26/2027,15,6' 1',175 lbs,R,R,Unkn.,Unkn.,25,50,N,N,N,H,H,N,Unknown,Durable,-,-,-,Rockville,-,Average,HS Sophomore,20,25,20,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,45,35,30,30,40,30,75,25,Normal,Spray,Normal,25,30,30,40,25,25,30,30,40,25,25,30,30,40,25,50,55,50,45,65,35,50,25,55,-,25,50,30,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,90-92,91-93,OTT,Normal,45,30,20,20,20,30,30,30,20,45,45,45,40,-,-,-,-,-,-,-,-,40,-,35,-,-,-,45,-,35,25,30,20,30,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Jul. 24th   2042,Average,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Weak,Very Low
74459,SP,Mike Beiler,-,-,-,-,10/02/2026,15,6' 5',195 lbs,R,R,Unkn.,Unkn.,25,60,N,N,N,N,N,L,Unknown,Normal,-,-,-,The Kinkaid,-,Average,HS Sophomore,20,25,20,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,55,45,30,30,30,30,65,20,Groundball,Normal,Normal,25,30,30,40,20,25,25,30,40,20,30,30,30,45,20,45,50,80,45,55,30,50,20,50,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,50,-,-,4,NEU,88-90,91-93,3/4,Normal,60,40,20,20,20,30,30,50,25,55,45,50,45,-,-,-,-,-,-,-,-,45,-,40,-,-,-,60,40,50,30,25,20,25,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 2nd   2042,Average,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Very Weak,Very Low
74600,SP,Mario Belen,-,-,-,-,07/21/2026,16,5' 10',155 lbs,L,L,Unkn.,Unkn.,25,55,N,N,H,L,N,N,Unknown,Normal,-,-,-,Littleton,-,Average,HS Sophomore,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,30,30,35,30,60,20,Normal,Spray,Pull,30,35,20,40,30,35,35,20,45,30,30,30,20,40,30,55,60,40,45,70,35,60,25,80,-,-,-,30,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,NEU,89-91,92-94,3/4,Normal,65,70,20,20,20,25,30,40,20,40,40,40,40,-,-,-,-,-,-,-,-,40,-,30,-,-,-,40,-,35,25,25,20,25,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 11th   2042,Average,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Very Weak,Very Low
74481,SP,Mike Belton,-,-,-,-,10/15/2026,15,6' 4',190 lbs,R,R,Unkn.,Unkn.,25,45,N,H,N,N,N,N,Unknown,Normal,-,-,-,Fort Plain,-,Average,HS Sophomore,20,20,20,30,20,20,20,20,20,30,20,20,20,20,20,30,20,20,35,30,25,45,30,25,55,25,Normal,Pull,Normal,35,30,30,45,20,30,25,30,40,20,35,30,30,45,20,50,50,50,45,50,35,50,20,55,40,-,-,30,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,NEU,88-90,91-93,3/4,Normal,65,65,20,20,20,30,25,50,35,30,40,45,45,-,-,-,-,-,-,-,-,45,-,35,-,-,-,30,-,20,25,20,20,20,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Jul. 7th   2042,High,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Average,Very Low
74535,SS,Marcus Benford,-,-,-,-,03/24/2026,16,6' 0',165 lbs,R,R,Unkn.,Unkn.,20,75,N,N,L,N,N,L,Unknown,Normal,-,-,-,Valley Falls,-,Average,HS Sophomore,30,20,30,30,20,35,20,25,30,30,20,35,20,30,30,30,20,35,55,70,80,60,45,80,45,20,Normal,Spray,Normal,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,35,30,30,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,90-92,3/4,Normal,20,20,20,20,20,55,50,60,50,45,45,55,-,-,-,20,-,30,-,-,-,80,-,65,50,50,40,45,-,40,60,40,25,30,Free agent,0,-,0,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,Easy,No,-,No,No,Aug. 5th   2042,Average,Medium,Amateur,None,,Major League Baseball,-,0,0,0,0,0,-,Very Weak,Very Low
